REPORTING.YEAR,FACILITY.NAME,FACILITY.CITY,FACILITY.COUNTY,FACILITY.STATE,FACILITY.ZIP.CODE,PRIMARY.NAICS.CODE,LATITUDE,LONGITUDE,PARENT.COMPANY.NAME,CHEMICAL.NAME,TOTAL.AIR.EMISSIONS,TOTAL.UNDERGROUND.INJECTION,TOTAL.ON.SITE.LAND.RELEASES,TOTAL.TRANSFERRED.OFF.SITE.TO.DISPOSAL,TOTAL.SURFACE.WATER.DISCHARGE,TRANSFERS.TO.POTWS..METALS.AND.METAL.COMPOUNDS.,Chemical,CERCLA.Chemicals,HAPs,Metals.and.Metal.Compounds,PBT.Chemicals,Priority.Chemicals,OSHA.Chemicals,Other.Health.Effects,Body.Weight,Cardiovascular,Dermal,Developmental,Endocrine,Gastrointestinal,Hematological,Hepatic,Immunological,Metabolic,Musculoskeletal,Neurological,Ocular,Other.Systemic,Renal,Reproductive,Respiratory,Human.health.effects.information.not.identified,Acute,Intermediate,Chronic
2010,EDWARD C LEVY INC,CANTON,STARK,OH,44706,212399,40.75839,-81.42859,EDW C LEVY CO,MANGANESE COMPOUNDS,35817,0,0,0,0,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2014,CIRTRONICS CORP,MILFORD,HILLSBOROUGH,NH,3055,334418,42.80931,-71.64638,,LEAD,2702,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2004,INTEL CORP HAWTHORN FARM,HILLSBORO,WASHINGTON,OR,97124,334413,45.5319,-122.92759,,LEAD COMPOUNDS,1197,0,0,1.407,0,0.004,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2009,THE RAYMOND CORP,GREENE,CHENANGO,NY,13778,333924,42.327,-75.775,THE RAYMOND CORP,LEAD,13158,0,0,37,0,1,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2007,E R CARPENTER LP,PASADENA,HARRIS,TX,775071500,325199,29.61702,-95.04721,CARPENTER URETHANES 1 LLC,FORMALDEHYDE,55723,0,0,0,0,0,FORMALDEHYDE,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES
2007,AMERICAN TRIM LLC PRODUCT CENTER 1,LIMA,ALLEN,OH,45801,332813,40.75131,-84.09248,AMERICAN TRIM LLC,NITRATE COMPOUNDS,5482,0,0,0,0,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2008,OGE ENERGY CORP SOONER GENERATING STATION,RED ROCK,NOBLE,OK,74651,221112,36.453496,-97.052666,OGE ENERGY CORP,COPPER COMPOUNDS,45045,0,0,5400,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2005,MAJOR TOOL & MACHINE INC,INDIANAPOLIS,MARION,IN,46218,332710,39.79281,-86.13364,,CHROMIUM,14573,0,0,0,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2008,PENTAIR  - KANSAS CITY OPERATION,KANSAS CITY,WYANDOTTE,KS,66106,333911,39.08596,-94.67018,PENTAIR INC,CHROMIUM,59446,0,0,0,2,1469,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,PUNXSUTAWNEY FINISHING WORKS,PUNXSUTAWNEY,JEFFERSON,PA,15767,332813,40.93438,-78.98338,,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),5482,0,0,3852,0,3.65,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2004,SUPERIOR SOLVENTS & CHEMICALS,LOUISVILLE,JEFFERSON,KY,402163204,424690,38.201389,-85.861944,SUPERIOR OIL CO INC,TOLUENE,54818,0,0,2183,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2013,MARTIN MARIETTA CHAMBERS READY MIX,AURORA,ADAMS,CO,80014,327320,39.75527,-104.809952,MARTIN MARIETTA MATERIALS INC,NITRATE COMPOUNDS,5482,0,0,0,0,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2010,SINCLAIR WYOMING REFINING CO,SINCLAIR,CARBON,WY,82334,324110,41.77899,-107.104,SINCLAIR OIL CORP,CHROMIUM,30440,0,0,32.4,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2007,VERMILION POWER STATION,OAKWOOD,VERMILION,IL,61858,221112,40.178055,-87.748055,DYNEGY INC,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),59432,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2003,POSDEF POWER CO LP,STOCKTON,SAN JOAQUIN,CA,95203,221100,37.943207,-121.329784,NEXTERA ENERGY RESOURCES,CHLORINE,5482,0,0,0,150,0,CHLORINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES
2009,BRADLEY CORP,MENOMONEE FALLS,WAUKESHA,WI,53051,332999,43.183056,-88.087776,BRADLEY CORP,COPPER,5482,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2011,GMTG - SHREVEPORT ASSEMBLY,SHREVEPORT,CADDO,LA,71129,336112,32.426677,-93.920376,GENERAL MOTORS LLC,TOLUENE,34904,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2005,MILLIKEN & CO. MONARCH PLANT,UNION,UNION,SC,29379,313111,34.71742,-81.59491,MILLIKEN & CO,POLYCYCLIC AROMATIC COMPOUNDS,5482,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2004,PRINCE MINERALS INC,ROSICLARE,HARDIN,IL,62982,212299,37.414252,-88.354737,PRINCE MINERALS INC,LEAD COMPOUNDS,34445,0,0,508,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2010,DUPONT JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,371340219,325131,36.04,-87.98,E I DU PONT DE NEMOURS & CO,ZINC COMPOUNDS,5482,0,32442,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2007,SPENCE ENGINEERING CO INC,WALDEN,ORANGE,NY,12586,332911,41.55109,-74.17969,CIRCOR INTERNATIONAL INC,LEAD,2305,0,0.3,0.13,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2004,BEHRENDS FEED & FERTILIZER LP,FREDERICKSBURG,GILLESPIE,TX,78624,311119,30.18806,-98.76806,BEHRENDS FEED & FERTILIZER LP,NITRATE COMPOUNDS,47367,0,250,0,0,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2014,INTERNATIONAL PAPER CO RIDGEWAY CHIPMILL,NORLINA,WARREN,NC,27563,321113,36.4194,-78.2606,INTERNATIONAL PAPER CO,LEAD,5482,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2009,STEEL MANAGEMENT SYSTEMS LLC,NAZARETH,NORTHAMPTON,PA,18064,332812,40.729972,-75.357956,,XYLENE (MIXED ISOMERS),21083,0,0,0,0,0,XYLENE (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES
2010,METRO MATERIALS INC MILLBRANCH,MEMPHIS,SHELBY,TN,38116,327320,35.06782,-90.00847,METRO MATERIALS INC,MIXTURE,5482,0,0,0,0,0,MIXTURE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,CHIEF INDUSTRIES INC - AGRI/INDUSTRIAL DIV,KEARNEY,BUFFALO,NE,68847,332311,40.713884,-99.01998,CHIEF INDUSTRIES INC,CHROMIUM,5482,0,0,0,0,0.01,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,TARMAC PENNSUCO COMPLEX,MEDLEY,MIAMI-DADE,FL,33178,327310,25.873889,-80.372222,TITAN AMERICA LLC,MERCURY,27019,0,0,0,0,0,MERCURY,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES
2011,OAK CREEK SITE,OAK CREEK,MILWAUKEE,WI,53154,221112,42.8457,-87.8294,WISCONSIN ENERGY CORP,POLYCYCLIC AROMATIC COMPOUNDS,41814,0,6.7,56.1,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2007,ITW SEXTON INC,DECATUR,MORGAN,AL,35603,332431,34.54907,-86.97793,ILLINOIS TOOL WORKS INC.,N-BUTYL ALCOHOL,58370,0,0,0,0,0,N-BUTYL ALCOHOL,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES
2006,KNOUSE FOODS CO-OP INC,INWOOD,BERKELEY,WV,254280070,,39.369489,-78.03861,,CHLORINE,1,NA,NA,0,0,0,CHLORINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES
2009,ABERDEEN ENERGY LLC,MINA,EDMUNDS,SD,57451,325193,45.442417,-98.787139,GLACIAL LAKES ENERGY LLC,"1,2,4-TRIMETHYLBENZENE",1,NA,NA,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2005,ASHLAND INC COLUMBIA,COLUMBIA,RICHLAND,SC,29201,424690,33.95854,-80.98871,ASHLAND INC,METHANOL,1,NA,NA,0,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2014,TAMKO BUILDING PRODUCTS INC,JOPLIN,JASPER,MO,64801,324122,37.098306,-94.474528,TAMKO BUILDING PRODUCTS INC,POLYCYCLIC AROMATIC COMPOUNDS,5483,0,0,0.81,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2004,BUCKEYE INTERNATIONAL INC,MARYLAND HEIGHTS,ST LOUIS,MO,63043,325612,38.71096,-90.42098,,SODIUM NITRITE,1,NA,NA,0,0,0,SODIUM NITRITE,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2007,BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,324110,48.8864,-122.7353,BP AMERICA INC.,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),57184,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2005,KIMRAY INC,OKLAHOMA CITY,OKLAHOMA,OK,731188590,332721,35.513603,-97.51448,,LEAD,5482,0,0,1,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2005,DRUG & LABORATORY DISPOSAL INC,PLAINWELL,ALLEGAN,MI,490801478,562211,42.44604,-85.63324,,MERCURY COMPOUNDS,5482,0,0,8.52,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2012,SOUTHCOAST PLATING INC,NEW BEDFORD,BRISTOL,MA,2746,332813,41.662971,-70.919616,,ZINC COMPOUNDS,5482,0,0,8501,0,54,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2003,HOUSTON REFINING LP,HOUSTON,HARRIS,TX,77017,324110,29.7125,-95.235833,LYONDELLBASELL INDUSTRIES,N-HEXANE,50611,0,0,0,0,0,N-HEXANE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2013,TRECORA CHEMICAL INC,PASADENA,HARRIS,TX,775071308,325199,29.63689,-95.04433,TRECORA RESOURCES INC.,PROPYLENE OXIDE,57086,0,0,0,0,0,PROPYLENE OXIDE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2005,EMERALD PERFORMANCE MATERIALS LLC,HENRY,MARSHALL,IL,61537,325199,41.136136,-89.341778,EMERALD PERFORMANCE MATERIALS LLC,DIPHENYLAMINE,5482,0,0,544,57,0,DIPHENYLAMINE,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES
2011,BUZZI UNICEM USA-GREENCASTLE PLANT,GREENCASTLE,PUTNAM,IN,46135,327310,39.615889,-86.868917,RC LONESTAR INC,TERT-BUTYL ALCOHOL,18557,0,0,0,0,0,TERT-BUTYL ALCOHOL,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,GENTEX CORP,SIMPSON,LACKAWANNA,PA,184070315,336413,41.553372,-75.528254,GENTEX CORP,LEAD COMPOUNDS,5482,0,0,16,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2006,CLINTON LABORATORIES,CLINTON,VERMILLION,IN,47842,325411,39.7175,-87.395556,ELI LILLY & CO,CERTAIN GLYCOL ETHERS,6697,0,5,0,5,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2012,EASTMAN CHEMICAL RESINS INC,WEST ELIZABETH,ALLEGHENY,PA,15088,325211,40.265833,-79.901111,EASTMAN CHEMICAL CO,ISOPRENE,5482,0,0,0,0,0,ISOPRENE,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2004,BARTON SOLVENTS INC BETTENDORF,BETTENDORF,SCOTT,IA,52722,424690,41.52541,-90.4818,,N-METHYL-2-PYRROLIDONE,47367,0,0,0,0,0,N-METHYL-2-PYRROLIDONE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2007,JRL VENTURES INC,SARASOTA,MANATEE,FL,34243,336612,27.420459,-82.54429,MARINE CONCEPTS,DIISOCYANATES,5482,0,0,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2011,ALPHA CHEMICAL SERVICES INC,STOUGHTON,NORFOLK,MA,2072,325612,42.12243,-71.10381,,CERTAIN GLYCOL ETHERS,1,NA,NA,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,AMERICAN ELECTRIC POWER NORTHEASTERN PLANT,OOLOGAH,ROGERS,OK,74053,221112,36.426265,-95.700203,AMERICAN ELECTRIC POWER,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),20201,0,0,0,0,0,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2005,NATIONAL CO-OP REFINERY ASSOC,MCPHERSON,MCPHERSON,KS,674601404,324110,38.347278,-97.673846,NATIONAL COOPERATIVE REFINERY ASSOC,"1,3-BUTADIENE",8236,0,0,0,0,0,1 3-BUTADIENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES
2008,TESORO LOGISTICS GP LLC-ANCHOR AGE TERMINAL,ANCHORAGE,ANCHORAGE,AK,99501,424710,61.23427,-149.88883,TESORO CORP,ETHYLBENZENE,9902,0,0,5,4,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2009,KRAFT STEAM ELECTRIC GENERATING PLANT,PORT WENTWORTH,CHATHAM,GA,31407,221112,32.149222,-81.144861,SOUTHERN CO,MANGANESE COMPOUNDS,27958,0,8500,11000,17,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2007,GERDAU MACSTEEL MONROE,MONROE,MONROE,MI,48161,331111,41.897173,-83.361645,GERDAU MACSTEEL INC,MERCURY COMPOUNDS,5482,0,0,3,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2008,CARPENTER TECHNOLOGY CORP,READING,BERKS,PA,19601,331111,40.361105,-75.936838,CARPENTER TECHNOLOGY CORP,COPPER COMPOUNDS,30071,0,0,0,135,21,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2004,TRW AUTOMOTIVE,MARSHALL,CLARK,IL,62441,334418,39.3835,-87.69946,TRW AUTOMOTIVE INC,LEAD,22738,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2010,PENATEK FOUNDRY & MACHINING INC,ODESSA,ECTOR,TX,79762,331511,31.881037,-102.297502,,CHROMIUM,46906,0,297,0,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,ATHEA LABORATORIES INC,MILWAUKEE,MILWAUKEE,WI,53224,325612,43.15999,-88.02181,SHARE CORP,CERTAIN GLYCOL ETHERS,21130,0,0,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2007,EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,324110,29.739444,-95.006944,EXXON MOBIL CORP,ANTHRACENE,61869,0,2,0,0,0,ANTHRACENE,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
2008,HARSCO METALS - PITTSBORO,PITTSBORO,HENDRICKS,IN,46167,327992,39.878356,-86.482076,HARSCO CORP,NICKEL COMPOUNDS,61617,0,0,0,0,0,NICKEL COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2010,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,BRIDGEVILLE,ALLEGHENY,PA,15017,331221,40.36656,-80.09913,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,COPPER,15769,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2009,CHEVRON SAN JOSE TERMINAL,SAN JOSE,SANTA CLARA,CA,95133,424710,37.36365,-121.88467,CHEVRON CORP,"1,2,4-TRIMETHYLBENZENE",56874,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,BP WEST COAST PRODUCTS CO-PORTLAND TERMINAL,PORTLAND,MULTNOMAH,OR,97231,424710,45.5943,-122.7796,BP PRODUCTS N.A. INC,"1,2,4-TRIMETHYLBENZENE",48982,0,0,44,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2005,GE INDUSTRIAL OF PR LLC VIEQUES PLANT,VIEQUES,VIEQUES,PR,765,335311,18.139908,-65.457898,GE CO,COPPER,51989,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2014,JD HEISKELL & CO,PIXLEY,TULARE,CA,93256,311119,36.000833,-119.302222,J D HEISKELL HOLDINGS LLC,COPPER COMPOUNDS,1,NA,NA,0,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2008,SCIENTIFIC PLATING CO INC,CHICAGO,COOK,IL,606144033,332813,41.91895,-87.66306,,COPPER COMPOUNDS,5482,0,0,1852,0,15,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2003,POTLATCH FOREST PRODUCTS CORP PRESCOTT LUMBER,PRESCOTT,NEVADA,AR,71857,321113,33.807865,-93.396975,POTLATCH CORP,METHANOL,48406,0,0,0,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2013,BENTON FOUNDRY INC,BENTON,COLUMBIA,PA,17814,331511,41.26175,-76.34667,,DIISOCYANATES,41872,0,0,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2007,UNIVAR USA INC DALLAS DAN MORTON FACILITY,DALLAS,DALLAS,TX,75236,424690,32.70082,-96.91743,UNIVAR USA INC,DIMETHYL PHTHALATE,1,NA,NA,0,0,0,DIMETHYL PHTHALATE,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,WESTON POWER PLANT,ROTHSCHILD,MARATHON,WI,54474,221112,44.861333,-89.655111,INTEGRYS ENERGY GROUP INC,"BENZO(G,H,I)PERYLENE",2305,0,0,0,0,0,BENZO(G H I)PERYLENE,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
